rel_time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.0,58.0,188.50980392156862,-221.49019607843138,27.66,-4.02,-47.57
1.05,-179.0,84.0,-113.49019607843137,34.1,-15.81,-41.51
1.1,258.4901960784314,308.01960784313724,298.01960784313724,13.59,-3.35,-31.33
1.15,320.5098039215686,215.0,298.01960784313724,-9.5,-12.24,-6.44
1.2,-91.50980392156863,210.01960784313727,-283.4901960784314,23.14,-24.49,-1.68
1.25,306.4901960784314,80.01960784313725,159.01960784313727,0.32,-9.06,11.96
1.3,-163.0,-127.0,-117.98039215686275,-1.7,-5.17,3.84
1.35,-245.98039215686273,-18.50980392156863,217.52941176470588,-14.33,1.47,-1.19
1.4,-282.5098039215686,-148.98039215686273,224.50980392156862,-6.74,1.68,-6.3
1.45,163.49019607843138,-105.49019607843137,-113.49019607843137,6.13,-1.22,-9.77
1.5,-204.49019607843138,-182.50980392156862,-252.49019607843138,1.16,7.63,-3.96
1.55,-131.0,-138.49019607843138,-283.4901960784314,-5.97,9.1,1.7
1.6,-170.50980392156862,161.01960784313727,113.01960784313725,16.88,-7.41,19.38
1.65,-306.0,-247.50980392156862,-298.4901960784314,9.18,-6.96,4.82
1.7,256.5098039215686,-127.0,-129.49019607843138,3.89,-1.22,2.16
1.75,178.49019607843138,47.01960784313726,252.01960784313727,-14.89,-1.22,1.04
1.8,-84.0,-127.0,-313.4901960784314,-1.49,-8.01,-5.64
1.85,-61.490196078431374,313.0,-190.49019607843138,-3.34,0.84,-7.63
1.9,-266.5098039215686,31.019607843137255,236.01960784313727,5.57,-0.17,-8.09
1.95,233.0,139.50980392156862,175.01960784313727,-1.07,-2.02,0.69
2.0,-61.490196078431374,-182.50980392156862,-98.49019607843137,26.12,-8.95,-0.39
2.05,297.0,-187.49019607843138,-267.4901960784314,-3.24,-2.41,4.99
2.1,-27.50980392156863,-268.4901960784314,190.01960784313727,11.56,1.19,12.38
2.15,2.5098039215686274,-116.50980392156863,-221.49019607843138,-12.69,-1.53,21.02
2.2,-68.0,-7.490196078431373,-129.49019607843138,20.45,-5.03,34.71
2.25,-266.5098039215686,9.509803921568627,206.01960784313727,-2.19,0.03,-13.86
2.3,-68.0,-290.0,-236.49019607843138,-2.78,6.51,-2.35
2.35,-68.0,188.50980392156862,-175.49019607843138,13.87,1.29,-14.25
2.4,27.0,237.50980392156862,-283.4901960784314,-34.11,7.49,-32.69
2.45,-20.0,107.50980392156863,-175.49019607843138,-25.36,4.48,-31.05
