rel_time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1053.0,-84.0,52.0,282.01960784313724,-4.45,-12.51,-17.69
1053.05,-131.0,19.0,252.01960784313727,14.05,-6.63,-2.43
1053.1,-275.0,52.0,267.01960784313724,22.84,-8.17,5.93
1053.15,-227.0,-78.0,282.01960784313724,29.31,-2.43,21.75
1053.2,-211.0,-62.0,282.01960784313724,7.58,2.0,26.37
1053.25,320.5098039215686,-45.0,-313.4901960784314,14.89,-0.96,37.6
1053.3,-195.0,-94.0,-313.4901960784314,16.12,-6.49,28.15
1053.35,-195.0,-45.0,252.01960784313727,13.21,3.09,28.33
1053.4,-290.0,3.0,236.01960784313727,11.85,5.15,9.5
1053.45,-179.0,-29.0,298.01960784313724,14.75,-2.92,-7.05
1053.5,-131.0,-29.0,252.01960784313727,-1.2,3.54,-0.54
1053.55,-36.0,-143.0,-313.4901960784314,-0.04,7.36,1.55
1053.6,-52.0,-13.0,267.01960784313724,3.03,10.37,4.39
1053.65,-52.0,3.0,267.01960784313724,-0.25,9.04,8.8
1053.7,-52.0,3.0,298.01960784313724,-0.25,6.48,7.75
1053.75,-68.0,19.0,267.01960784313724,5.13,0.81,7.19
1053.8,-68.0,3.0,267.01960784313724,-0.53,2.88,2.22
1053.85,-84.0,-45.0,313.01960784313724,4.6,-3.69,-6.21
1053.9,-68.0,-45.0,298.01960784313724,-0.74,7.46,-2.95
1053.95,-116.0,-29.0,267.01960784313724,-6.69,10.4,2.81
1054.0,-172.49019607843138,-45.0,267.01960784313724,2.85,4.0,0.92
1054.05,265.0,-45.0,267.01960784313724,3.45,0.85,-0.01
1054.1,122.0,-13.0,282.01960784313724,7.26,3.16,1.31
1054.15,-172.49019607843138,-13.0,267.01960784313724,7.51,-1.77,3.02
1054.2,233.0,-62.0,-313.4901960784314,0.79,-1.84,2.39
1054.25,106.0,-62.0,-313.4901960784314,4.78,-5.13,1.48
1054.3,-204.49019607843138,-62.0,282.01960784313724,11.01,-11.6,-3.93
1054.35,122.0,-78.0,282.01960784313724,10.13,-10.13,0.22
1054.4,-20.0,-45.0,252.01960784313727,-2.56,-4.18,-4.6
1054.45,-229.98039215686273,-78.0,282.01960784313724,-5.15,-2.36,11.6
1054.5,-29.49019607843137,-45.0,252.01960784313727,-15.2,1.9,-8.06
1054.55,247.01960784313727,-78.0,-313.4901960784314,-15.79,3.86,9.57
1054.6,-143.47058823529412,243.01960784313727,98.01960784313725,-2.28,1.69,-15.73
1054.65,-267.4901960784314,297.0,113.01960784313725,-3.61,-2.05,-2.81
1054.7,216.01960784313727,-182.50980392156862,282.01960784313724,1.91,-4.5,1.52
1054.75,247.01960784313727,-138.49019607843138,-209.98039215686273,1.07,-5.69,3.83
1054.8,-283.4901960784314,-143.0,86.50980392156863,-1.09,-8.38,-1.55
1054.85,-172.49019607843138,-84.50980392156863,-298.4901960784314,-5.36,-8.03,0.61
1054.9,208.50980392156862,-154.49019607843138,190.01960784313727,-12.92,-7.02,2.6
1054.95,154.0,-13.0,267.01960784313724,-8.09,-6.88,-1.17
1055.0,-218.50980392156862,111.49019607843137,-236.49019607843138,-12.43,-8.21,-1.31
1055.05,122.0,-105.49019607843137,175.01960784313727,-16.74,-3.41,4.53
1055.1,208.50980392156862,-127.0,267.01960784313724,-7.85,-12.65,2.81
1055.15,79.52941176470588,209.49019607843138,-144.49019607843138,-12.96,-17.97,0.71
1055.2,-152.9607843137255,-56.490196078431374,236.01960784313727,-29.23,-23.64,-1.59
1055.25,-267.4901960784314,-94.0,-298.4901960784314,-49.29,-47.06,-23.81
1055.3,2.5098039215686274,193.49019607843138,24.50980392156863,-126.78,-57.03,-121.67
1055.35,72.01960784313725,-89.49019607843137,-36.490196078431374,-191.67,-81.99,-131.82
1055.4,-179.0,-225.0,132.50980392156862,-164.51,-92.07,-185.72
1055.45,18.50980392156863,291.4901960784314,-233.0,-202.24,-98.72,-198.74
1055.5,308.03921568627453,254.50980392156862,55.509803921568626,-181.94,-95.99,-180.05
1055.55,-213.98039215686273,-100.50980392156863,-21.49019607843137,-183.3,-86.05,-157.23
1055.6,11.0,220.98039215686273,86.50980392156863,-146.17,-76.63,-142.88
1055.65,161.50980392156862,-214.50980392156862,-129.49019607843138,-100.46,-54.62,-116.98
1055.7,-98.01960784313725,275.4901960784314,-144.49019607843138,-76.52,-26.48,-71.83
1055.75,-209.01960784313727,128.49019607843138,-206.49019607843138,-68.43,-4.5,13.35
1055.8,42.0,242.49019607843138,-221.49019607843138,-28.18,2.77,80.79
1055.85,-289.01960784313724,-318.01960784313724,-160.49019607843138,-29.23,13.52,109.53
1055.9,194.49019607843138,95.49019607843137,-129.49019607843138,8.38,1.79,100.01
1055.95,110.52941176470588,-296.5098039215686,255.50980392156862,27.84,7.6,70.29
1056.0,154.0,-127.0,116.50980392156863,14.19,48.83,114.15
1056.05,272.5098039215686,84.0,-83.49019607843137,86.5,64.13,246.94
1056.1,-117.98039215686275,52.0,313.01960784313724,110.69,125.52,-308.81
1056.15,42.0,-1.9803921568627452,263.52941176470586,95.11,150.02,-270.59
1056.2,-220.49019607843138,-29.0,144.01960784313727,4.18,89.33,296.43
1056.25,-200.9607843137255,3.9411764705882355,270.5098039215686,3.41,-56.58,94.97
1056.3,-315.4901960784314,-182.0392156862745,-122.50980392156863,4.32,-129.76,-29.17
1056.35,74.0,-133.50980392156862,77.49019607843137,-42.25,-152.37,-112.78
1056.4,51.490196078431374,68.0,15.490196078431373,-20.24,-137.74,-251.28
1056.45,99.49019607843137,-258.0,-230.50980392156862,-107.49,-9.33,-281.66
1056.5,-305.01960784313724,-62.0,116.50980392156863,-151.1,105.46,-45.72
1056.55,67.49019607843137,-280.5098039215686,179.54901960784315,-80.54,124.68,0.54
1056.6,18.50980392156863,276.4313725490196,-209.98039215686273,-63.32,156.21,-36.06
1056.65,41.01960784313726,-225.52941176470588,-126.0,10.94,117.12,-43.8
1056.7,193.50980392156862,13.490196078431373,135.0,11.74,79.07,17.06
1056.75,-234.50980392156862,-1.9803921568627452,58.0,-8.23,19.92,89.12
1056.8,272.5098039215686,80.01960784313725,-261.5098039215686,-91.43,-21.4,207.46
1056.85,184.01960784313727,19.0,162.50980392156862,138.27,-58.5,316.48
1056.9,-286.47058823529414,40.98039215686274,-13.470588235294118,-2.74,-35.72,245.47
1056.95,108.54901960784314,156.45098039215685,190.01960784313727,20.0,-107.29,85.27
1057.0,-140.49019607843138,30.49019607843137,255.50980392156862,32.6,-128.12,-56.29
1057.05,-225.01960784313727,-307.0,-307.5098039215686,28.54,-102.78,-111.49
1057.1,51.490196078431374,-280.5098039215686,-304.01960784313724,-13.52,-78.28,-225.48
