rel_time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.0,-4.0,172.50980392156862,-236.49019607843138,13.47,-3.35,8.28
1.05,97.50980392156863,199.0,-252.49019607843138,19.24,12.21,15.63
1.1,-20.0,-23.49019607843137,-283.4901960784314,15.53,28.03,16.44
1.15,-84.0,303.5098039215686,236.01960784313727,11.44,30.06,6.88
1.2,-236.49019607843138,264.0,-160.49019607843138,6.08,33.88,13.15
1.25,-179.0,74.50980392156863,-252.49019607843138,5.35,23.94,15.53
1.3,131.49019607843138,31.019607843137255,175.01960784313727,-0.1,20.54,14.69
1.35,217.0,232.0,-70.98039215686275,-4.34,23.41,17.56
1.4,-252.49019607843138,313.0,67.01960784313725,-4.76,22.54,20.04
1.45,122.0,-203.49019607843138,-182.47058823529412,-2.2,14.77,12.69
1.5,138.0,-290.0,236.01960784313727,-1.61,10.53,0.69
1.55,-140.49019607843138,-100.50980392156863,-190.49019607843138,-10.53,13.26,-7.77
1.6,249.0,-138.49019607843138,267.01960784313724,-5.56,5.91,-8.93
1.65,-107.50980392156863,-105.49019607843137,159.01960784313727,-0.28,-1.43,-9.45
1.7,-29.49019607843137,-100.50980392156863,-298.4901960784314,-5.39,-2.83,-18.38
1.75,-227.0,254.50980392156862,-221.49019607843138,-2.8,-6.61,-29.4
1.8,226.49019607843138,129.01960784313727,190.01960784313727,-8.71,-9.3,-35.91
1.85,-290.0,199.0,282.01960784313724,3.63,-17.35,-40.88
1.9,193.50980392156862,117.0,-175.49019607843138,-5.77,-10.07,-50.72
1.95,194.49019607843138,63.01960784313726,144.01960784313727,17.46,3.18,-69.27
2.0,-4.0,-225.0,36.01960784313726,16.97,14.66,-72.84
2.05,-13.490196078431373,264.0,-313.4901960784314,28.55,4.55,-62.2
2.1,4.490196078431373,-301.4901960784314,282.01960784313724,27.15,-11.12,-45.33
2.15,-218.50980392156862,-307.0,267.01960784313724,33.7,-30.44,-30.84
2.2,113.50980392156863,128.49019607843138,-21.49019607843137,16.3,-35.94,-24.05
2.25,-154.50980392156862,74.50980392156863,-190.49019607843138,-4.65,-35.76,-28.39
2.3,74.0,-160.0,-206.49019607843138,-19.95,-43.43,-31.64
2.35,-20.0,-209.0,-113.49019607843137,-57.64,-46.75,-40.01
2.4,-100.0,303.5098039215686,-129.49019607843138,-71.05,-65.79,-43.12
2.45,-147.0,-307.0,-129.49019607843138,-98.52,-78.57,-38.68
2.5,-243.0,319.5098039215686,-21.49019607843137,-91.38,-107.23,-36.93
2.55,-290.0,-225.0,70.50980392156863,-111.3,-122.11,-44.45
2.6,304.5098039215686,-274.0,178.50980392156862,-107.06,-148.36,-55.76
2.65,304.5098039215686,-94.0,193.50980392156862,-103.11,-169.67,-78.93
2.7,177.50980392156862,19.0,163.50980392156862,-109.48,-174.61,-99.3
2.75,-45.490196078431374,68.0,116.50980392156863,-93.83,-157.39,-97.55
2.8,-117.98039215686275,-214.50980392156862,255.50980392156862,-42.7,-151.75,-80.5
2.85,-275.0,41.509803921568626,24.50980392156863,-42.77,-118.01,-61.5
2.9,-156.49019607843138,19.0,-98.49019607843137,-10.39,-91.45,-41.37
2.95,142.52941176470588,242.49019607843138,239.50980392156862,-34.16,-52.46,-29.09
3.0,-29.49019607843137,-7.490196078431373,193.50980392156862,-25.2,-51.72,-25.38
3.05,-140.49019607843138,-176.0,178.50980392156862,-17.22,-43.25,-14.53
3.1,-95.47058823529412,-302.01960784313724,-233.0,16.2,-41.12,-6.2
3.15,-38.98039215686274,-258.0,270.5098039215686,-15.85,-35.87,8.98
3.2,-77.49019607843137,-40.490196078431374,-203.0,33.8,-43.6,14.37
3.25,-64.47058823529412,209.49019607843138,-203.0,-23.31,-13.96,9.82
3.3,301.52941176470586,-274.0,89.0,-0.84,-41.33,-16.66
3.35,193.50980392156862,-236.49019607843138,147.50980392156862,-25.3,-9.27,2.72
3.4,206.52941176470588,-231.50980392156862,-33.0,18.79,-6.61,-8.93
3.45,126.52941176470588,209.49019607843138,316.5098039215686,-28.38,-9.65,-24.5
3.5,320.5098039215686,-285.4901960784314,12.0,9.16,-5.0,-1.89
3.55,168.01960784313727,183.0,-126.0,-29.78,5.98,-16.1
3.6,-64.47058823529412,-198.50980392156862,196.0,-11.02,6.44,-5.85
3.65,-299.4901960784314,-170.49019607843138,-203.0,-9.8,13.72,-3.78
3.7,184.01960784313727,254.50980392156862,-218.0,-2.55,20.51,1.81
3.75,-302.47058823529414,193.49019607843138,27.0,-15.01,33.11,13.11
3.8,-276.98039215686276,319.5098039215686,43.0,-4.93,25.83,16.72
3.85,57.01960784313726,-62.0,-110.0,2.37,19.28,9.89
3.9,9.019607843137255,133.0,-95.0,9.23,9.9,9.02
3.95,216.01960784313727,19.0,-110.0,2.79,5.0,6.43
4.0,247.01960784313727,-62.0,-64.0,4.47,3.81,7.48
4.05,279.01960784313724,35.0,-64.0,5.17,4.13,7.16
4.1,-220.49019607843138,3.0,-18.0,6.5,-10.35,0.02
4.15,2.5098039215686274,-13.0,-79.0,25.51,-15.29,-16.42
4.2,34.509803921568626,3.0,-33.0,14.48,-22.78,0.69
4.25,-61.490196078431374,-94.0,27.0,17.67,-25.82,-8.09
4.3,2.5098039215686274,-45.0,-172.0,-2.45,-24.67,-20.72
4.35,-70.98039215686275,111.49019607843137,150.0,-33.14,-11.16,-19.71
4.4,72.01960784313725,-127.0,-141.0,-3.74,-22.39,-14.11
4.45,-290.0,-154.49019607843138,101.50980392156863,15.74,-0.59,12.76
4.5,-131.0,-252.49019607843138,116.50980392156863,-9.41,106.19,65.65
4.55,285.52941176470586,139.50980392156862,-203.0,-63.77,174.16,86.75
4.6,245.0392156862745,193.49019607843138,-33.0,-56.35,229.0,98.83
4.65,54.03921568627451,307.4901960784314,286.5098039215686,5.21,254.97,103.48
4.7,174.52941176470588,-67.50980392156863,301.5098039215686,3.74,289.62,96.52
4.75,311.01960784313724,237.50980392156862,-206.49019607843138,40.63,294.42,87.28
4.8,58.0,25.50980392156863,-190.49019607843138,79.51,285.53,34.64
4.85,-163.0,-160.0,-218.0,86.37,258.54,-23.35
4.9,129.50980392156862,275.4901960784314,89.0,68.03,251.47,-61.36
4.95,320.5098039215686,-269.01960784313724,135.0,13.5,268.27,-70.42
5.0,97.50980392156863,-182.50980392156862,209.50980392156862,3.84,233.52,-62.06
5.05,83.49019607843137,139.50980392156862,-190.49019607843138,19.07,148.36,30.33
5.1,308.47058823529414,-219.49019607843138,-132.98039215686273,38.67,99.96,63.83
5.15,-24.529411764705884,-290.0,36.01960784313726,21.34,127.61,92.49
5.2,-225.01960784313727,-149.50980392156862,-233.0,48.43,156.9,88.5
5.25,-234.50980392156862,-269.01960784313724,12.0,72.02,115.18,85.91
5.3,258.4901960784314,52.0,301.5098039215686,54.77,75.53,77.83
5.35,-183.52941176470588,227.01960784313727,116.50980392156863,35.87,46.06,48.71
5.4,235.98039215686273,205.50980392156862,-310.0,27.47,12.46,12.41
5.45,290.4901960784314,-176.0,-49.0,16.3,-10.67,-24.36
5.5,131.49019607843138,303.5098039215686,-203.0,-0.45,-32.3,-57.02
5.55,67.49019607843137,-290.0,-64.0,-9.31,-51.9,-87.57
5.6,-123.50980392156863,-78.0,-264.0,-14.84,-80.95,-155.79
5.65,51.490196078431374,-62.0,-18.0,47.73,-55.85,-144.34
5.7,186.0,232.0,116.50980392156863,-113.05,27.72,4.89
5.75,313.0,-111.0,292.4901960784314,-26.07,57.12,117.48
5.8,-123.50980392156863,-258.0,-203.0,7.24,65.24,174.95
5.85,74.0,166.0,-18.0,11.58,82.21,110.06
5.9,-107.50980392156863,3.0,-187.0,12.73,110.98,38.77
5.95,99.49019607843137,52.0,27.0,11.65,82.42,13.43
6.0,-75.50980392156863,3.0,-141.0,-6.44,63.17,-4.66
6.05,-100.0,-307.0,24.50980392156863,-9.97,28.73,-19.25
6.1,297.0,237.50980392156862,89.0,-5.21,-4.54,-25.9
6.15,-139.50980392156862,-127.0,73.0,0.45,-15.36,-48.02
6.2,-289.01960784313724,303.5098039215686,304.0,-17.88,-26.28,-56.95
6.25,-209.01960784313727,-307.0,304.0,-17.88,-45.39,-46.13
6.3,44.98039215686274,-290.0,227.0,-8.89,-55.01,-62.27
6.35,60.98039215686274,-192.0,27.0,-13.19,-35.48,-49.63
6.4,140.98039215686273,-127.0,-110.0,5.45,25.41,32.68
6.45,-40.529411764705884,-127.0,196.0,13.01,31.53,93.16
