rel_time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.0,154.0,-312.5098039215686,-260.4901960784314,-27.07,-6.73,-40.38
1.05,-299.4901960784314,253.98039215686273,-206.49019607843138,-20.8,-6.45,-31.39
1.1,-116.0,-231.50980392156862,-267.4901960784314,-7.19,-2.53,-32.93
1.15,265.0,264.0,190.01960784313727,-7.29,-6.34,-41.33
1.2,-188.49019607843138,155.98039215686273,-52.490196078431374,-1.45,-14.99,-65.13
1.25,106.0,-165.50980392156862,144.01960784313727,-30.92,-1.97,-60.72
1.3,-116.0,-18.50980392156863,282.01960784313724,-26.61,-3.3,-55.19
1.35,-116.0,30.49019607843137,301.5098039215686,-11.42,-0.57,-32.75
1.4,-259.0,30.49019607843137,-37.490196078431374,-0.43,24.66,-25.75
1.45,-195.0,-149.50980392156862,-206.49019607843138,-16.95,31.2,-13.89
1.5,-52.0,166.0,-83.49019607843137,40.26,27.18,17.57
1.55,-68.0,-209.0,5.019607843137255,-15.45,20.98,34.82
1.6,-243.0,-192.0,9.509803921568627,13.24,7.47,52.6
1.65,240.50980392156862,221.50980392156862,-98.49019607843137,-15.2,-5.85,78.85
1.7,-77.49019607843137,52.0,159.01960784313727,-6.56,-5.22,93.94
1.75,-188.49019607843138,264.0,-175.49019607843138,-19.79,-4.28,96.21
1.8,65.50980392156863,-138.01960784313727,-113.49019607843137,-27.14,-6.97,60.58
1.85,-259.0,-192.52941176470588,144.01960784313727,-80.72,-3.54,27.51
1.9,-82.01960784313725,-29.0,24.50980392156863,-175.05,-13.55,9.69
1.95,274.4901960784314,117.0,-6.490196078431373,-80.76,-5.26,-8.85
2.0,272.5098039215686,-57.01960784313726,98.01960784313725,-46.98,-7.08,-35.83
2.05,90.0,-149.50980392156862,-83.49019607843137,4.0,12.55,-38.88
2.1,-275.0,187.98039215686273,-83.49019607843137,-8.34,22.94,-16.2
2.15,260.03921568627453,286.45098039215685,221.01960784313727,-7.4,26.13,3.04
2.2,208.50980392156862,-204.01960784313727,255.50980392156862,44.67,26.44,34.75
2.25,-179.0,254.50980392156862,-190.49019607843138,23.15,39.99,60.55
2.3,41.01960784313726,19.0,-298.4901960784314,37.11,37.33,47.32
2.35,-156.49019607843138,-40.490196078431374,-313.4901960784314,3.69,16.05,68.25
2.4,317.52941176470586,264.0,236.01960784313727,29.06,-9.84,101.22
2.45,-308.98039215686276,-285.01960784313724,313.01960784313724,71.69,-31.96,67.44
2.5,65.50980392156863,-78.47058823529412,-36.490196078431374,25.81,-55.94,2.8
2.55,-152.52941176470588,-258.52941176470586,270.5098039215686,65.78,-76.62,-68.63
2.6,-84.0,144.49019607843138,86.50980392156863,-2.36,-73.82,-98.27
2.65,251.98039215686273,-154.49019607843138,101.50980392156863,29.17,-48.27,-82.24
2.7,-257.01960784313724,-274.0,236.01960784313727,-31.27,-35.15,-152.35
2.75,201.0,275.4901960784314,-301.98039215686276,-21.43,-21.57,-121.62
2.8,-98.01960784313725,-154.49019607843138,-286.98039215686276,-35.26,-13.76,-36.81
2.85,178.49019607843138,133.0,193.50980392156862,-21.4,23.75,28.07
2.9,-305.01960784313724,232.0,-233.0,-63.36,82.3,49.07
2.95,242.49019607843138,248.0,24.50980392156863,-72.5,113.73,92.22
3.0,194.49019607843138,19.0,282.01960784313724,20.84,219.82,199.29
3.05,-289.01960784313724,35.0,-282.45098039215685,123.88,-222.88,241.11
3.1,306.4901960784314,150.0,-231.92156862745097,179.84,-133.56,258.33
3.15,290.4901960784314,166.0,214.07843137254903,238.54,-220.68,199.04
3.2,-320.01960784313724,68.0,-308.96078431372547,214.35,261.15,-27.61
3.25,274.4901960784314,183.0,298.01960784313724,179.77,129.94,-181.71
3.3,-320.01960784313724,199.0,307.4901960784314,20.42,-23.18,-213.42
3.35,-320.01960784313724,35.0,-27.019607843137255,-104.42,-215.68,-110.91
3.4,38.470588235294116,41.509803921568626,-38.529411764705884,-31.33,-272.9,82.53
3.45,12.980392156862745,68.0,80.98039215686275,284.31,24.1,61.11
3.5,-298.5098039215686,-318.01960784313724,126.98039215686275,57.59,-60.52,52.39
3.55,74.0,62.490196078431374,270.5098039215686,-82.61,1.42,-33.0
3.6,-305.01960784313724,-29.0,166.0,-9.29,8.17,-47.77
3.65,134.47058823529412,-89.49019607843137,-310.0,-30.67,27.21,-33.31
3.7,-56.529411764705884,123.50980392156863,-64.0,-13.87,27.88,-13.92
3.75,-43.509803921568626,-312.5098039215686,-79.0,10.13,24.55,-7.03
3.8,-195.0,307.4901960784314,-98.49019607843137,16.36,30.22,-6.47
3.85,-43.509803921568626,-182.50980392156862,-156.0,5.51,31.45,-16.79
3.9,-311.52941176470586,-219.49019607843138,-295.0,18.88,40.13,-16.37
3.95,-111.03921568627452,-236.49019607843138,-156.0,13.21,47.41,-14.45
4.0,-273.01960784313724,-274.0,209.50980392156862,19.47,47.16,-18.82
4.05,201.0,46.490196078431374,58.0,28.89,44.68,-22.74
4.1,-266.5098039215686,-302.01960784313724,243.0,39.07,43.42,-19.63
4.15,-123.50980392156863,313.0,-144.49019607843138,7.54,55.74,-24.53
4.2,60.98039215686274,63.01960784313726,175.01960784313727,-3.27,60.57,-25.16
4.25,-123.50980392156863,237.50980392156862,52.01960784313726,-37.25,66.55,-20.15
4.3,74.0,106.98039215686275,224.50980392156862,-22.06,44.4,-12.91
4.35,281.0,-155.01960784313727,86.50980392156863,-42.01,35.58,-20.57
4.4,51.490196078431374,107.50980392156863,144.01960784313727,-22.27,-0.36,4.97
4.45,115.49019607843137,19.0,-292.5098039215686,-20.35,-73.47,53.34
4.5,320.5098039215686,156.50980392156862,-283.4901960784314,-90.0,-96.05,51.13
4.55,-154.50980392156862,-263.5098039215686,313.01960784313724,-83.28,-124.22,19.0
4.6,-199.52941176470588,-176.0,73.0,-26.86,-172.21,16.45
4.65,11.0,68.0,43.0,-62.24,-134.41,33.11
4.7,210.49019607843138,-94.0,-21.49019607843137,-90.28,-13.94,58.94
4.75,-98.01960784313725,-29.0,270.5098039215686,-87.37,27.42,68.04
4.8,290.4901960784314,-214.50980392156862,-184.50980392156862,-35.4,-15.37,69.4
4.85,-289.01960784313724,-176.0,-98.49019607843137,-8.06,-78.65,51.55
4.9,-241.01960784313727,-127.0,-126.0,0.78,-134.79,-5.8
4.95,-305.01960784313724,-263.5098039215686,-187.0,14.75,-232.16,-104.33
5.0,-289.01960784313724,-312.5098039215686,-230.50980392156862,40.86,-273.25,-135.9
5.05,-305.01960784313724,166.0,43.0,12.26,-146.31,-126.97
5.1,-273.01960784313724,248.0,43.0,-8.76,-11.03,-32.68
5.15,274.4901960784314,215.0,104.0,-23.39,96.37,71.33
5.2,210.49019607843138,215.0,304.0,-83.56,140.12,113.92
5.25,306.4901960784314,-133.50980392156862,120.0,-82.58,171.03,94.92
5.3,-225.01960784313727,166.0,-33.0,41.8,78.03,76.93
5.35,-320.01960784313724,68.0,-64.0,52.27,41.91,12.74
5.4,-320.01960784313724,84.0,-261.5098039215686,26.89,82.02,-61.98
5.45,306.4901960784314,297.0,-156.0,25.0,32.5,-27.85
5.5,-241.01960784313727,150.0,-203.0,79.85,53.92,-22.99
5.55,-98.01960784313725,286.5098039215686,212.0,74.35,69.56,-35.31
5.6,226.49019607843138,166.0,-249.0,-2.64,74.53,-24.84
5.65,194.49019607843138,-143.0,-18.0,52.62,89.27,-33.87
5.7,258.4901960784314,35.0,193.50980392156862,114.67,73.52,-19.7
5.75,-209.01960784313727,150.0,-160.49019607843138,-6.1,96.41,-30.27
5.8,-66.01960784313725,101.0,-67.49019607843137,94.41,73.06,-13.82
5.85,-114.01960784313725,150.0,178.50980392156862,49.36,72.99,-26.07
5.9,-273.01960784313724,-263.5098039215686,70.50980392156863,69.63,68.76,-30.9
5.95,-313.5098039215686,166.0,-49.0,37.67,79.29,-37.13
6.0,281.0,-170.49019607843138,-203.0,3.16,76.84,-37.69
6.05,12.980392156862745,-236.01960784313727,263.52941176470586,-20.03,80.83,-30.37
6.1,-13.490196078431373,-263.5098039215686,147.50980392156862,-12.68,61.86,-8.18
6.15,-59.509803921568626,286.5098039215686,282.01960784313724,-32.81,28.3,-23.79
6.2,92.98039215686275,90.50980392156863,239.50980392156862,-16.6,-6.59,-12.91
6.25,-209.01960784313727,-143.0,-190.49019607843138,-33.3,-55.52,23.45
6.3,-146.01960784313727,-45.0,58.0,-39.7,-117.57,73.04
6.35,-52.0,313.0,-21.49019607843137,-82.79,-123.8,56.07
6.4,147.49019607843138,-62.0,147.50980392156862,-48.94,-136.44,-1.32
6.45,290.4901960784314,281.0,-218.0,-0.5,-167.03,18.83
6.5,258.4901960784314,-225.0,316.5098039215686,-78.76,-154.11,32.41
6.55,258.4901960784314,313.0,-172.0,-69.45,-93.77,41.09
6.6,-146.01960784313727,-127.0,-141.0,-76.17,-21.95,68.46
6.65,-177.01960784313727,133.0,-292.5098039215686,7.64,-60.52,89.18
6.7,-193.01960784313727,3.0,24.50980392156863,25.14,-112.92,64.5
6.75,83.49019607843137,-62.0,227.0,-1.31,-166.19,18.69
6.8,-273.01960784313724,281.0,-49.0,17.27,-219.32,-31.25
6.85,-177.01960784313727,297.0,-3.0,-6.17,-206.75,-111.36
6.9,-273.01960784313724,166.0,-95.0,-15.2,-147.28,-138.1
6.95,274.4901960784314,117.0,120.0,-59.93,-67.56,4.97
7.0,242.49019607843138,35.0,243.0,-28.5,110.65,88.02
7.05,226.49019607843138,-296.5098039215686,150.0,-35.22,167.04,49.52
7.1,210.49019607843138,-182.50980392156862,166.0,-41.03,146.53,68.63
7.15,-225.01960784313727,297.0,58.0,-24.58,127.63,35.24
7.2,-320.01960784313724,19.0,-110.0,-39.14,53.08,43.96
7.25,258.4901960784314,35.0,258.0,-9.32,66.66,14.1
7.3,-320.01960784313724,-280.5098039215686,-95.0,-6.56,103.86,-47.1
7.35,-130.01960784313727,-62.0,-249.0,-120.76,89.83,-13.05
7.4,-177.01960784313727,-45.0,43.0,-76.98,55.98,-20.54
7.45,258.4901960784314,52.0,316.5098039215686,-82.72,51.78,-12.87
7.5,242.49019607843138,68.0,89.0,-55.45,100.05,-40.24
7.55,147.49019607843138,35.0,-218.0,-1.83,50.28,-10.14
7.6,242.49019607843138,101.0,-190.49019607843138,-17.83,78.14,-19.98
7.65,83.49019607843137,84.0,86.50980392156863,-6.84,55.0,-20.08
7.7,-257.01960784313724,3.0,209.50980392156862,52.37,78.63,-13.96
7.75,-161.01960784313727,-198.50980392156862,175.01960784313727,5.54,76.88,-33.77
7.8,-84.0,215.0,124.52941176470588,-3.16,76.18,-42.24
7.85,-139.50980392156862,-274.0,239.50980392156862,-31.79,67.08,-49.06
7.9,-282.5098039215686,52.0,-36.490196078431374,-50.9,77.09,-38.88
7.95,-243.0,35.0,-313.4901960784314,-45.34,73.1,-26.42
8.0,-282.5098039215686,-149.50980392156862,-313.4901960784314,-17.51,44.08,-8.57
8.05,147.49019607843138,-45.0,-175.49019607843138,0.47,14.37,-9.41
8.1,35.490196078431374,183.0,-83.49019607843137,-9.88,-37.77,13.54
8.15,-282.5098039215686,303.5098039215686,-267.4901960784314,21.4,-108.82,55.51
8.2,-267.4901960784314,275.4901960784314,109.52941176470588,66.65,-151.94,49.52
8.25,171.98039215686273,-198.50980392156862,-113.49019607843137,74.81,-175.15,19.67
8.3,70.47058823529412,-94.0,-33.0,31.51,-187.64,48.4
8.35,154.0,19.0,286.5098039215686,62.73,-134.23,34.93
8.4,-139.50980392156862,-143.0,255.50980392156862,40.23,-77.74,56.84
8.45,-114.01960784313725,101.0,166.0,84.12,-25.56,71.26
8.5,-130.01960784313727,221.50980392156862,-156.0,78.52,-20.13,65.83
8.55,242.49019607843138,35.0,-52.490196078431374,64.31,-89.5,54.46
8.6,-305.01960784313724,215.0,27.0,42.57,-166.78,-19.8
8.65,-225.01960784313727,232.0,135.0,55.14,-289.25,-108.91
8.7,-209.01960784313727,35.0,89.0,22.97,-286.13,-126.31
8.75,-289.01960784313724,199.0,-79.0,-15.8,-166.5,-151.23
8.8,-305.01960784313724,133.0,135.0,-39.63,-41.9,12.81
8.85,242.49019607843138,133.0,-230.50980392156862,-40.16,90.39,58.41
8.9,258.4901960784314,183.0,320.0,-17.02,143.83,62.79
8.95,-289.01960784313724,-280.5098039215686,12.0,-29.17,157.41,99.99
9.0,-320.01960784313724,-165.50980392156862,166.0,-41.31,-50.55,91.49
9.05,242.49019607843138,183.0,-276.5098039215686,-88.35,-138.61,45.88
9.1,-305.01960784313724,-29.0,-3.0,-14.68,-180.75,64.36
9.15,306.4901960784314,215.0,73.0,30.5,-184.7,-20.64
9.2,-225.01960784313727,150.0,-249.0,-31.13,-178.4,-8.78
9.25,-50.01960784313726,286.5098039215686,27.0,-99.27,-111.24,-55.08
9.3,-193.01960784313727,-127.0,273.0,-95.42,-44.25,-36.88
9.35,147.49019607843138,-127.0,-187.0,-86.64,-6.27,-24.46
9.4,178.49019607843138,3.0,-261.5098039215686,-31.09,-48.31,-25.96
9.45,306.4901960784314,133.0,147.50980392156862,-1.55,-71.27,-20.82
9.5,242.49019607843138,-214.50980392156862,70.50980392156863,18.04,-149.95,-7.97
9.55,-305.01960784313724,-45.0,70.50980392156863,59.13,-241.79,-29.39
9.6,-320.01960784313724,-78.0,-221.49019607843138,34.77,-259.88,-43.25
9.65,-225.01960784313727,-247.50980392156862,-129.49019607843138,-19.26,-151.03,-43.01
9.7,-177.01960784313727,-18.50980392156863,-236.49019607843138,-37.67,12.27,-53.37
9.75,106.0,84.0,-264.0,-54.89,43.84,-51.55
9.8,233.0,-94.0,-175.49019607843138,-49.64,129.24,-37.76
9.85,-84.0,215.0,-236.49019607843138,-36.59,172.46,-22.25
9.9,-66.01960784313725,-29.0,-298.4901960784314,-24.23,97.63,-10.88
9.95,306.4901960784314,101.0,-221.49019607843138,18.53,78.07,-5.59
10.0,186.0,-149.50980392156862,166.0,-41.31,-50.55,46.2
10.05,99.49019607843137,-209.0,-276.5098039215686,-88.35,-138.61,59.25
10.1,-98.01960784313725,3.0,-3.0,-14.68,-180.75,19.91
10.15,-186.50980392156862,248.0,73.0,30.5,-184.7,11.3
10.2,-209.01960784313727,319.5098039215686,-249.0,-31.13,-178.4,37.87
10.25,226.49019607843138,35.0,27.0,-99.27,-111.24,33.11
10.3,-18.019607843137255,84.0,273.0,-95.42,-44.25,50.96
10.35,290.4901960784314,68.0,-187.0,-86.64,-6.27,56.0
10.4,-305.01960784313724,-62.0,-261.5098039215686,-31.09,-48.31,66.18
10.45,226.49019607843138,-62.0,147.50980392156862,-1.55,-71.27,35.45
10.5,226.49019607843138,117.0,70.50980392156863,18.04,-149.95,-2.76
10.55,-209.01960784313727,-78.0,70.50980392156863,59.13,-241.79,-86.83
10.6,258.4901960784314,35.0,-221.49019607843138,34.77,-259.88,-120.99
10.65,-241.01960784313727,199.0,-129.49019607843138,-19.26,-151.03,-150.35
